2017/04/28,314.07,309.83,314.80,308.00,"4,505,478"
2017/04/27,308.63,311.69,313.09,307.50,"3,468,569"
2017/04/26,310.17,312.37,314.50,309.00,"4,695,044"
2017/04/25,313.79,308.00,313.98,305.86,"6,737,708"
2017/04/24,308.03,309.22,310.55,306.02,"5,083,505"
2017/04/21,305.60,302.00,306.40,300.42,"4,509,756"
2017/04/20,302.51,306.51,309.15,300.23,"6,149,352"
2017/04/19,305.52,302.46,306.62,302.11,"3,898,024"
2017/04/18,300.25,299.70,300.84,297.90,"3,035,698"
2017/04/17,301.44,302.70,304.00,298.68,"4,138,736"
2017/04/13,304.00,296.70,307.39,295.30,"9,284,634"
2017/04/12,296.84,306.34,308.45,296.32,"6,050,682"
2017/04/11,308.71,313.38,313.47,305.50,"5,724,577"
2017/04/10,312.39,309.15,313.73,308.71,"7,664,458"
2017/04/07,302.54,297.50,302.69,297.15,"4,579,613"
2017/04/06,298.70,296.88,301.94,294.10,"5,520,588"
2017/04/05,295.00,302.04,304.88,294.20,"7,880,938"
2017/04/04,303.70,296.89,304.81,294.53,"10,134,556"
2017/04/03,298.52,286.90,299.00,284.58,"13,888,618"
2017/03/31,278.30,278.73,279.68,276.32,"3,294,640"
2017/03/30,277.92,278.04,282.00,277.21,"4,148,426"
2017/03/29,277.38,278.34,279.60,275.54,"3,676,157"
2017/03/28,277.45,277.02,280.68,275.00,"7,987,604"
2017/03/27,270.22,260.60,270.57,259.75,"6,230,795"
2017/03/24,263.16,255.70,263.89,255.01,"5,647,253"
2017/03/23,254.78,255.39,257.67,253.30,"3,320,245"
2017/03/22,255.01,251.56,255.07,250.51,"4,059,297"
2017/03/21,250.68,262.83,264.80,250.24,"6,908,554"
2017/03/20,261.92,260.60,264.55,258.82,"3,614,294"
2017/03/17,261.50,264.00,265.33,261.20,"6,497,496"
2017/03/16,262.05,262.40,265.75,259.06,"7,132,153"
2017/03/15,255.73,257.00,261.00,254.27,"5,330,806"
2017/03/14,258.00,246.11,258.12,246.02,"7,598,446"
